,Code,Name,Code_1,Type,Realm,Inhabitant,Mapped,Crosslist,Comments,English,Westron,Quenya,Sindarin,Khuzdul,Rohirric,Other,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,SHAPE_Leng,SHAPE_Area,F15,Range,F30,Status,layer,path,River,Outflow,Tributary,Id,Name_1,Owner,F12,F13,Maker,Occupant,Created,geometry
267,RI085,Entwash,RI085,,,,x,RH047,,Entwash,,,Onodló,,Entwaesc,,,,,,,,,,,,,,,,713000.365,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Anduin (RI003),,,,,,,,,,POINT (3758538.5123652657 2177900.6061810288)
268,RI086,Isen,RI086,,,,x,RH048,,"""Iron""",,,"Sîr Angren (""iron river"")",,Isen,,,,,,,,,,,,,,,,499981.7066,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Belegaer,Adorn (RI084),,,,,,,,,POINT (3335529.2629019907 2201380.845699165)
269,RI087,Mering Stream,RI087,,,,x,RH049,,"""Boundary stream""",,,Glanhír,,Mering [Stream],,,,,,,,,,,,,,,,101208.251,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Entwash (RI085),,,,,,,,,,POINT (3798845.3925243313 2097261.5347252814)
270,RI088,Snowbourn,RI088,,,,x,RH050,,Snowbourn,,,,,Snāwburna,,,,,,,,,,,,,,,,127086.4516,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Entwash (RI085),,,,,,,,,,POINT (3623646.7406712594 2146174.308928241)
271,RI089,Deeping-stream,RI089,,,,x,RH051,,Deeping-stream,,,,,,,,,,,,,,,,,,,,,197406.0873,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Entwash (RI085)?,,,,,,,,,,POINT (3579471.461815546 2214667.3410798595)
272,RI092,Sirannon,RI092,,,,x,,Dammed prior to the War of the Ring and became a foul lake; presumably cleansed during the Fourth Age,Gate Stream,,,Sirannon,,,,,,,,,,,,,,,,,,236928.974,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Glanduin (RI032),,,,,,,,,,POINT (3521468.9396629846 2496248.309963205)
273,RI093,Stock-brook,RI093,,,,x,SH062,,"Stock-brook; ""the brook running through Stock""",,,,,,Se Stocbroc (Old Hobbitish),,,,,,,,,,,,,,,26023.27176,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Baranduin (RI006),,,,,,,,,,POINT (3119155.511082007 2704558.000745877)
274,RI094,Thistle Brook,RI094,,,,x,SH063,,Thistle Brook,,,,,,,,,,,,,,,,,,,,,29114.99211,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Shirebourn (RI073),,,,,,,,,,POINT (3096470.658264712 2682733.263607)
275,RI027,Forest River,RI027,,,,x,,,Forest River,,,,,,,,,,,,,,,,,,,,,328204.0626,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,River Running (RI069),Enchanted River (RI022),,,,,,,,,POINT (3946801.8084684056 2903616.4312510155)
276,RI031,Gladden River,RI031,,,,x,,,Gladden River,,,"Sîr Ninglor (""River Goldwater"")",,,,,,,,,,,,,,,,,,146156.2372,,,,,,Rivers,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Rivers.shp,River,Anduin (RI003),"At least two, unnamed",,,,,,,,,POINT (3723473.078669453 2714227.372968566)
277,RD012,Great East Road,RD012,Major road,"Eriador, Arnor, the Shire",,x,SH017,,East Road; East-West Road; Great East Road; Old Road,,,,,,,,,,,,,,,,,,,,,930327.5078,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,East Road,,,,,,,POINT (3343871.9017174346 2744545.6094126967)
278,RD017,The Greenway,RD017,Road,Eriador,,x,,Portion of the North-South Road (RD024) around Bree-land; overgrown,Greenway; North-South Road; Great Road; Royal Road,,,,,,,,,,,,,,,,,,,,,259735.4345,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Greenway,Abandoned,,,,,,POINT (3102510.7123787543 2608816.720399823)
279,RD024,North-South Road,RD024,Major road,"Bree-land, Rohan, Gondor",,x,GD074; RH036,,North-South Road; Great Road; Royal Road; Greenway; Old South Road; Great West Road; South Road,,,,,,,,,,,,,,,,,,,,,1448653.985,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,North-South Road,,,,,,,POINT (3548167.0449148435 2245658.3094042153)
280,RD044,Great West Road,RD044,Road,Rohan,,x,GD047; RH025,Portion of the North-South Road (RD024),Great West Road,,,,,,,,,,,,,,,,,,,,,640238.5579,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Great West Road,Rohirrim,,,,,,POINT (3727401.0604526587 2097200.087763608)
281,RD035,South Road,RD035,Road,Gondor,,x,GD093,Portion of the North-South Road (RD024) near Minas Tirith,South Road; North-South Road; Great Road; Royal Road,,,,,,,,,,,,,,,,,,,,,148164.4348,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,South Road,,,,,,,POINT (3927758.9584214464 1893987.4909492861)
282,RD046,Morgul Road,RD046,Road,Mordor,,x,MO034,,Morgul Road,,,,,,,,,,,,,,,,,,,,,317890.9981,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Morgul Road,Orcs,,,,,,POINT (4057804.176244326 2028342.9095937463)
283,RD047,Gorgoroth Road,RD047,Road,Mordor,,x,MO035,,Gorgoroth Road,,,,,,,,,,,,,,,,,,,,,248892.7537,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Gorgoroth Road,Orcs,,,,,,POINT (4127526.891711794 2041910.2037396072)
284,RD018,Harad Road,RD018,Road,Gondor,,x,GD051,Southern parts likely fallen into disuse,Harad Road,,,,,,,,,,,,,,,,,,,,,631533.3072,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Harad Road,,,,,,,POINT (4008623.053644213 1693136.5356804398)
285,RD049,Sauron's Road,RD049,Road,Mordor,,x,MO037,,Sauron's Road,,,,,,,,,,,,,,,,,,,,,49231.85173,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Sauron's Road,Sauron,,,,,,POINT (4142487.152600829 2030873.9900993288)
286,RD005,Bywater Road,RD005,Road,The Shire,,x,SH015,,Bywater Road,,,,,,,,,,,,,,,,,,,,,93605.80794,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Bywater Road,Hobbits,,,,,,POINT (3042352.266860819 2725947.1491063917)
287,RD006,Causeway,RD006,Road,The Shire,,x,SH016,,Causeway,,,,,,,,,,,,,,,,,,,,,44817.56715,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Causeway,Hobbits,,,,,,POINT (3124191.6227912996 2706334.050068095)
288,RD004,Bagshot Row,RD004,Road,The Shire,,x,SH003,Destroyed during Saruman's occupation; rebuilt as New Row,Bagshot Row; New Row,,,,,,,,,,,,,,,,,,,,,8095.469894,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Bagshot Row,Hobbits,,,,,,POINT (3075407.5082712686 2730387.043802804)
289,RD013,Elf-path,RD013,Pathway,Mirkwood,,x,,,Elf-path,,,,,,,,,,,,,,,,,,,,,240598.1239,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Elf-path,Silvan Elves/Nandor,,,,,,POINT (3923476.654139439 2859403.676161471)
290,RD038,Stock Road,RD038,Road,The Shire,,x,SH047,,Stock Road,,,,,,,,,,,,,,,,,,,,,71469.68395,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Stock Road,Hobbits,,,,,,POINT (3095885.111514684 2708748.359924446)
291,RD025,Northway,RD025,Road,The Shire,,x,SH035,,Northway,,,,,,,,,,,,,,,,,,,,,51718.95803,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Northway,Hobbits,,,,,,POINT (3097494.4979164223 2746353.823122452)
292,RD046,unnamed road durthang-morgul pass,RD046,Road,Mordor,,x,MO034,,Morgul Road,,,,,,,,,,,,,,,,,,,,,120865.8541,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Morgul Road,Orcs,,,,,,POINT (4050948.8954018094 2038018.1322688577)
293,RD010,Dimrill Stair,RD010,Pass,Misty Mountains,,x,VA035,,Dimrill Stair,,,,,,,,,,,,,,,,,,,,,7080.706969,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Dimrill Stair,Caradhras,,,,,,POINT (3671873.5232342957 2542953.633170116)
294,RD014,Ferry Lane,RD014,Road,The Shire,,x,SH018,,Ferry Lane,,,,,,,,,,,,,,,,,,,,,1840.171431,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Ferry Lane,Hobbits,,,,,,POINT (3125280.8753458485 2705762.528915502)
295,RD016,Gateway,RD016,Road,Gondor,,x,GD041,,Gateway,,,,,,,,,,,,,,,,,,,,,203.3057629,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Gateway,Gondor,,,,,,POINT (3958031.5734015484 1953211.8508566152)
296,RD026,Old Forest Road,RD026,Road,"Misty Mountains, Mirkwood",,x,,"Second Age; Thorin and company planned to use this road, but it had fallen into such disrepair it became unpassable",Old Forest Road; Forest Road,,,"Men-i-Naugrim (""Road of the Dwarves"")",,,,,,,,,,,,,,,,,,373682.1419,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Old Forest Road,Dwarves (originally); Goblins,,,,,,POINT (3947520.4748000083 2767420.1115714093)
297,RD034,South Lane,RD034,Lane,The Shire,,x,SH046,,South Lane,,,,,,,,,,,,,,,,,,,,,391.6197888,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,South Lane,Hobbits,,,,,,POINT (3079618.260513209 2726194.5112518203)
298,RD019,Hill Road,RD019,Road,The Shire,,x,SH023,,Hill Road,,,,,,,,,,,,,,,,,,,,,13805.16113,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Hill Road,Hobbits,,,,,,POINT (3079432.447634917 2732037.2934373403)
299,RD020,Hobbiton Road,RD020,Road,The Shire,,x,SH027,Part of the Bywater Road (RD005),Hobbiton Road,,,,,,,,,,,,,,,,,,,,,4683.69191,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Hobbiton Road,Hobbits,,,,,,POINT (3080061.608104298 2726165.119760281)
300,RD045,Deeping-road,RD045,Road,Rohan,,x,RH008,,Deeping-road,,,,,,,,,,,,,,,,,,,,,48782.71209,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Deeping-road,Rohirrim,,,,,,POINT (3482056.5057754223 2194289.385760662)
301,RD030,Paths of the Dead,RD030,Pass,Gondor,,x,VA040,,Paths of the Dead; Dwimorberg Pass,,,,,,,,,,,,,,,,,,,,,64197.87406,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Paths of the Dead,The Dead; Aragorn,,,,,,POINT (3581516.189768758 2088832.3012616201)
302,RD035,Unnamed Gondor road,RD035,Road,Gondor,,x,GD093,Portion of the North-South Road (RD024) near Minas Tirith,South Road; North-South Road; Great Road; Royal Road,,,,,,,,,,,,,,,,,,,,,590052.5756,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,South Road,,,,,,,POINT (3761219.31845273 1884027.5982843738)
303,RD035,Causeway,RD035,Road,Gondor,,x,GD093,Portion of the North-South Road (RD024) near Minas Tirith,South Road; North-South Road; Great Road; Royal Road,,,,,,,,,,,,,,,,,,,,,28097.72742,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,South Road,,,,,,,POINT (3974812.363973231 1961797.6392565)
304,RD021,Lampwrights' Street,RD021,Street,Gondor,,x,MA012,,Lampwrights' Street,,,Rath Celerdain,,,,,,,,,,,,,,,,,,1491.441727,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Lampwrights' Street,Gondor,,,,,,POINT (3957364.4076767657 1952733.837089796)
305,RD028,Old South Road,RD028,Road,,,x,,Portion of the North-South Road (RD024) south of the Enedwaith,Old South Road; North-South Road; Great Road; Royal Road,,,,,,,,,,,,,,,,,,,,,324966.6027,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Old South Road,,,,,,,POINT (3381661.7075590026 2344862.2598567237)
306,RD031,Rath Dínen,RD031,Street,Gondor,,x,MA014,,"""Silent Street""",,,Rath Dínen,,,,,,,,,,,,,,,,,,560.5745419,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Rath Dínen,Gondor,,,,,,POINT (3954905.5379708465 1953631.4633834374)
307,RD036,Stair of the Hold,RD036,Road,Rohan,,x,RH039,,Stair of the Hold,,,,,,,,,,,,,,,,,,,,,4580.856166,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Stair of the Hold,Rohan,,,,,,POINT (3579408.5218003164 2121928.1635483042)
308,RD040,Straight Stair,RD040,Stair,Mordor,,x,MO026,,Straight Stair; Stairs of Cirith Ungol,,,,,,,,,,,,,,,,,,,,,18409.5532,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Straight Stair,Orcs,,,,,,POINT (4047526.654505342 1985322.457882284)
309,RD043,Winding Stair,RD043,Stair,Mordor,,x,MO031,,Winding Stair; Stairs of Cirith Ungol,,,,,,,,,,,,,,,,,,,,,20251.03138,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Winding Stair,Orcs,,,,,,POINT (4063953.61525039 1986493.780454129)
310,RD041,Under-way,RD041,Passage,Mordor,,x,MO033,,Under-way,,,,,,,,,,,,,,,,,,,,,729.4689599,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Under-way,Orcs,,,,,,POINT (4070666.3429955677 1988100.265804619)
311,RD048,Southward Road,RD048,Road,Mordor,,x,MO036,,Southward Road,,,,,,,,,,,,,,,,,,,,,197260.4431,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,Southward Road,Orcs,,,,,,POINT (4018246.3774426375 2077541.6218810715)
312,,unnamed Shire road through Longbottom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63293.57644,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,,,,,,,,POINT (3063870.708618101 2646895.483193865)
313,,unnamed Shire road to Pincup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55478.46134,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,,,,,,,,POINT (3069890.039574271 2671731.5278890273)
314,,unnamed Shire road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49845.71721,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,,,,,,,,POINT (3116625.680702953 2743774.5179268024)
315,,unnamed Shire road to Tookbank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7331.070655,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,,,,,,,,POINT (3053946.143220678 2703340.2803295287)
316,,unnamed Shire road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35686.99922,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,,,,,,,,POINT (3117518.0032846406 2755632.4104431844)
317,,unnamed Shire road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58165.07302,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,,,,,,,,POINT (3067365.531774385 2760107.647380656)
318,,unnamed Shire road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92146.51908,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,,,,,,,,POINT (2989148.127638078 2732133.995764779)
319,,unnamed Shire road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37003.89141,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,,,,,,,,POINT (3038077.6756596835 2714495.3628533892)
320,,unnamed Shire road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24904.08643,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,,,,,,,,POINT (3036187.834187135 2733954.167396023)
321,,unnamed Shire road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49743.9585,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,,,,,,,,POINT (3023308.43928563 2750573.1142548216)
322,,unnamed Shire road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78031.574,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,,,,,,,,POINT (3057680.036947374 2794121.243908271)
323,,unnamed Shire road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40058.70342,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,,,,,,,,POINT (3092828.3310319684 2791267.209093583)
324,,unnamed Shire road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31572.16363,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,,,,,,,,POINT (3017960.907964734 2730587.8650474665)
325,,unnamed Shire road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17483.10512,,,,,,Roads,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Roads.shp,,,,0,,,,,,,,POINT (3110826.923272202 2681705.4876365326)
326,WA001,City Wall,WA001,Wall,Gondor,,x,MA002,,City Wall,,,Othram,,,,,,,,,,,,,,,,,,12847.17302,,,,,,Walls,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Walls.shp,,,,,,,,,,,,POINT (3956071.847847581 1953385.538725383)
327,WA002,Deeping Wall,WA002,Wall,Rohan,,x,RH006,,Deeping Wall,,,,,,,,,,,,,,,,,,,,,72.90251418,,,,,,Walls,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Walls.shp,,,,,,,,,,,,POINT (3494071.8832567865 2199939.7171588293)
328,WA004,Helm's Dike,WA004,Wall,Rohan,,x,RH029,,Helm's Dike,,,,,,,,,,,,,,,,,,,,,1624.156391,,,,,,Walls,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Walls.shp,,,,,,,,,,,,POINT (3494347.3054764727 2199980.688237469)
329,WA005,High Hay,WA005,Hedge,The Shire,,x,SH099,,High Hay; The Hedge,,,,,,,,,,,,,,,,,,,,,53756.06853,,,,,,Walls,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Walls.shp,,,,,,,,,,,,POINT (3134089.6965828757 2704552.491194061)
330,WA006,Rammas Echor,WA006,Wall,Gondor,,x,GD082,,"""Great-wall Circle""",,,Rammas Echor; the Rammas,,,,,,,,,,,,,,,,,,60165.4848,,,,,,Walls,/Users/rainylty/STUDY/IVth/datascience/summer_school/summoning_and_lotr/Viz_of_Summoning_and_Middle_Earth-/data_from_gis_and_middle_earth/Vector_Shapefiles/Walls.shp,,,,,,,,,,,,POINT (3965333.2615342815 1960769.2353019535)
